               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 166,            0.045711,            0.056987,                   0,             0.69938,             0.72581,             0.66366,             0.30288,            0.048371,            0.013968,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.045136,            0.047466,                   0,             0.77551,             0.72435,             0.67858,             0.30205,            0.048399,            0.013987,                   0,            0.001783,            0.001783,            0.001783
                 168,            0.044588,            0.052993,                   0,              0.7092,             0.70968,             0.65894,             0.28655,            0.048503,            0.014133,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,             0.04276,            0.050486,                   0,             0.70231,             0.68499,             0.62955,             0.28436,            0.049104,            0.014536,                   0,            0.001684,            0.001684,            0.001684
                 170,             0.04858,            0.053533,                   0,             0.70514,             0.73293,             0.67593,             0.28655,            0.048634,            0.014315,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.044216,            0.049254,                   0,             0.78373,             0.70968,             0.66684,             0.28536,             0.04897,            0.014223,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.045129,            0.053788,                   0,             0.75939,             0.74194,             0.69745,             0.28798,             0.04934,            0.014145,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.047619,            0.057966,                   0,             0.74605,             0.71076,             0.67642,             0.27235,            0.048823,            0.014286,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.044876,            0.053284,                   0,             0.69018,             0.70968,             0.65322,             0.26058,            0.048815,            0.014532,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.046264,            0.052738,                   0,             0.60063,             0.70968,               0.628,             0.25077,            0.049207,            0.014887,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.046563,            0.053959,                   0,             0.69265,             0.59677,              0.6249,             0.24717,            0.049459,            0.015232,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.045677,            0.053674,                   0,             0.76243,             0.62903,             0.67561,             0.26097,            0.049706,            0.015013,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.047265,            0.059668,                   0,             0.74595,             0.56835,             0.63118,             0.27191,            0.050039,            0.014812,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.043957,            0.051073,                   0,             0.69625,             0.70251,             0.67265,              0.2775,            0.049855,            0.014723,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.042957,            0.053776,                   0,             0.66816,             0.77419,             0.67803,             0.28225,            0.049778,            0.014696,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.043152,            0.050757,                   0,             0.66223,             0.72581,             0.65791,             0.28654,            0.049313,            0.014641,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.043035,            0.049596,                   0,              0.7039,             0.74194,             0.67472,             0.28888,            0.048903,            0.014589,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.045674,            0.049145,                   0,             0.73425,             0.74194,             0.67025,             0.29324,            0.049232,            0.014381,                   0,            0.000991,            0.000991,            0.000991
                 184,             0.04503,            0.052876,                   0,             0.74018,             0.74194,             0.68002,             0.29313,            0.049395,            0.014202,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.045213,            0.051011,                   0,             0.71718,             0.72581,             0.68145,             0.29272,            0.049463,            0.014137,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.046562,             0.05376,                   0,             0.71139,             0.70968,             0.67719,              0.2914,            0.049617,            0.014076,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.046692,            0.054252,                   0,             0.69153,             0.72581,             0.67572,             0.29654,            0.049451,            0.014015,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.044567,            0.053877,                   0,             0.72822,             0.67742,             0.67686,             0.29441,            0.049632,            0.013973,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.042791,            0.051017,                   0,             0.64335,             0.74194,             0.65841,             0.29139,            0.049662,            0.013945,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.046121,            0.057305,                   0,             0.63275,             0.72581,             0.66414,             0.28339,            0.049428,            0.013929,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,            0.047411,            0.051785,                   0,               0.659,             0.75806,             0.68745,             0.29089,            0.049267,            0.013941,                   0,            0.000595,            0.000595,            0.000595
                 192,            0.046333,            0.051969,                   0,             0.67378,             0.70968,             0.68385,             0.29207,            0.049004,            0.013979,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.046258,            0.054233,                   0,             0.70012,             0.71552,             0.69579,             0.29045,            0.048827,            0.013996,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.045264,            0.049286,                   0,             0.66243,             0.75806,             0.67855,             0.29235,            0.048665,             0.01405,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.044821,            0.049789,                   0,             0.67351,             0.76533,             0.68376,             0.29805,            0.048563,            0.014069,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.043766,            0.053495,                   0,              0.6873,             0.74452,             0.69632,              0.2971,             0.04863,            0.014019,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.046689,            0.058573,                   0,             0.66619,             0.72581,              0.6867,             0.29877,            0.048748,            0.014074,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.044394,            0.053651,                   0,             0.66606,             0.72581,             0.68382,             0.29743,            0.048858,             0.01412,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.045837,            0.050808,                   0,             0.69056,             0.72581,             0.69174,             0.30978,            0.048944,             0.01412,                   0,            0.000199,            0.000199,            0.000199
